p_i,time,p_m
251.188643150958,198000,550361.680553641
251.188643150958,201600,552236.99709758
251.188643150958,205200,554095.640249867
251.188643150958,208800,555938.04629714
251.188643150958,212400,557764.632699519
251.188643150958,216000,559575.799191878
251.188643150958,219600,561371.928802309
251.188643150958,223200,563153.388795224
251.188643150958,226800,564920.531545819
251.188643150958,230400,566673.695351892
251.188643150958,234000,568413.205188436
251.188643150958,237600,570139.373409872
251.188643150958,241200,571852.500404328
251.188643150958,244800,573552.875203915
251.188643150958,248400,575240.776054619
251.188643150958,252000,576916.470949047
251.188643150958,255600,578580.218124995
251.188643150958,259200,580232.26653251
251.188643150958,262800,581872.856271908
251.188643150958,266400,583502.219004952
251.188643150958,270000,585120.578341238
251.188643150958,273600,586728.150201625
251.188643150958,277200,588325.143160411
251.188643150958,280800,589911.758767803
251.188643150958,284400,591488.191854091
251.188643150958,288000,593054.630816833
251.188643150958,291600,594611.257892236
251.188643150958,295200,596158.249411838
251.188643150958,298800,597695.776045477
251.188643150958,302400,599224.003031497
251.188643150958,306000,600743.090395016
251.188643150958,309600,602253.193155067
251.188643150958,313200,603754.461521307
251.188643150958,316800,605247.04108099
251.188643150958,320400,606731.072976794
251.188643150958,324000,608206.694076096
251.188643150958,327600,609674.0371322
251.188643150958,331200,611133.230938021
251.188643150958,334800,612584.400472671
251.188643150958,338400,614027.667041369
251.188643150958,342000,615463.148409057
251.188643150958,345600,616890.958928095
251.188643150958,349200,618311.209660356
251.188643150958,352800,619724.008494047
251.188643150958,356400,621129.46025554
251.188643150958,360000,622527.666816482
281.838293126445,3600,371102.931540465
281.838293126445,7200,382676.315963913
281.838293126445,10800,391556.886174279
281.838293126445,14400,399043.553178109
281.838293126445,18000,405639.439218194
281.838293126445,21600,411602.576011215
281.838293126445,25200,417086.246232577
281.838293126445,28800,422190.322025003
281.838293126445,32400,426984.174815753
281.838293126445,36000,431518.313518759
281.838293126445,39600,435830.868284171
281.838293126445,43200,439951.462445736
281.838293126445,46800,443903.653885684
281.838293126445,50400,447706.543244367
281.838293126445,54000,451375.872188098
281.838293126445,57600,454924.796453396
281.838293126445,61200,458364.444160245
281.838293126445,64800,461704.328086094
281.838293126445,68400,464952.656041016
281.838293126445,72000,468116.568533567
281.838293126445,75600,471202.323521444
281.838293126445,79200,474215.441971289
281.838293126445,82800,477160.823933586
281.838293126445,86400,480042.842119608
281.838293126445,90000,482865.418091037
281.838293126445,93600,485632.084855071
281.838293126445,97200,488346.038717168
281.838293126445,100800,491010.182562264
281.838293126445,104400,493627.162235151
281.838293126445,108000,496199.397318965
281.838293126445,111600,498729.107331317
281.838293126445,115200,501218.334145282
281.838293126445,118800,503668.961279609
281.838293126445,122400,506082.730576427
281.838293126445,126000,508461.256686268
281.838293126445,129600,510806.039702742
281.838293126445,133200,513118.476227762
281.838293126445,136800,515399.869099156
281.838293126445,140400,517651.435973076
281.838293126445,144000,519874.316921719
281.838293126445,147600,522069.581180932
281.838293126445,151200,524238.233161046
281.838293126445,154800,526381.217816843
281.838293126445,158400,528499.425458133
281.838293126445,162000,530593.696070426
281.838293126445,165600,532664.823205237
281.838293126445,169200,534713.557491134
281.838293126445,172800,536740.609809674
281.838293126445,176400,538746.654174371
281.838293126445,180000,540732.330345836
281.838293126445,183600,542698.246211947
281.838293126445,187200,544644.979958235
281.838293126445,190800,546573.082050566
281.838293126445,194400,548483.077049486
281.838293126445,198000,550375.465273313
281.838293126445,201600,552250.724325015
281.838293126445,205200,554109.310496226
281.838293126445,208800,555951.660060211
281.838293126445,212400,557778.19046429
281.838293126445,216000,559589.301431083
281.838293126445,219600,561385.375976938
281.838293126445,223200,563166.781355009
281.838293126445,226800,564933.869929689
281.838293126445,230400,566686.979988405
281.838293126445,234000,568426.436496185
281.838293126445,237600,570152.551797877
281.838293126445,241200,571865.626272397
281.838293126445,244800,573565.948942997
281.838293126445,248400,575253.798047133
281.838293126445,252000,576929.441569195
281.838293126445,255600,578593.137739062
281.838293126445,259200,580245.13549915
281.838293126445,262800,581885.674942413
281.838293126445,266400,583514.987723512
281.838293126445,270000,585133.297445188
281.838293126445,273600,586740.820021681
281.838293126445,277200,588337.764020894
281.838293126445,280800,589924.330986855
281.838293126445,284400,591500.715743881
281.838293126445,288000,593067.106683753
281.838293126445,291600,594623.686037094
281.838293126445,295200,596170.630130034
281.838293126445,298800,597708.10962718
281.838293126445,302400,599236.289761809
281.838293126445,306000,600755.330554135
281.838293126445,309600,602265.387018436
281.838293126445,313200,603766.609359765
281.838293126445,316800,605259.143160913
281.838293126445,320400,606743.12956023
281.838293126445,324000,608218.705420899
281.838293126445,327600,609686.003492152
281.838293126445,331200,611145.152562956
281.838293126445,334800,612596.277608593
281.838293126445,338400,614039.499930562
281.838293126445,342000,615474.937290194
281.838293126445,345600,616902.704036344
281.838293126445,349200,618322.91122748
281.838293126445,352800,619735.666748502
281.838293126445,356400,621141.075422567
281.838293126445,360000,622539.2391182
316.227766016838,3600,371124.565076311
316.227766016838,7200,382697.551384964
316.227766016838,10800,391577.816111105
316.227766016838,14400,399064.22557982
316.227766016838,18000,405659.884726914
316.227766016838,21600,411622.816392991
316.227766016838,25200,417106.29798066
316.227766016838,28800,422210.198197126
316.227766016838,32400,427003.886083329
316.227766016838,36000,431537.868815736
316.227766016838,39600,435850.275232853
316.227766016838,43200,439970.727649407
316.227766016838,46800,443922.783137259
316.227766016838,50400,447725.541679712
316.227766016838,54000,451394.744401581
316.227766016838,57600,454943.546586837
316.227766016838,61200,458383.075972667
316.227766016838,64800,461722.845009288
316.227766016838,68400,464971.061224432
316.227766016838,72000,468134.864881026
316.227766016838,75600,471220.513721499
316.227766016838,79200,474233.528522576
316.227766016838,82800,477178.809166185
316.227766016838,86400,480060.72821318
316.227766016838,90000,482883.207090343
316.227766016838,93600,485649.778683342
316.227766016838,97200,488363.639187685
316.227766016838,100800,491027.69138845
316.227766016838,104400,493644.581039414
316.227766016838,108000,496216.727640481
316.227766016838,111600,498746.350632914
316.227766016838,115200,501235.491819548
316.227766016838,118800,503686.03465434
316.227766016838,122400,506099.720919503
316.227766016838,126000,508478.165210025
316.227766016838,129600,510822.867567915
316.227766016838,133200,513135.224547043
316.227766016838,136800,515416.53894042
316.227766016838,140400,517668.028362312
316.227766016838,144000,519890.832845701
316.227766016838,147600,522086.02158965
316.227766016838,151200,524254.598969941
316.227766016838,154800,526397.509908849
316.227766016838,158400,528515.644685558
316.227766016838,162000,530609.843256685
316.227766016838,165600,532680.899146446
316.227766016838,169200,534729.562957588
316.227766016838,172800,536756.545547216
316.227766016838,176400,538762.520905655
316.227766016838,180000,540748.128771513
316.227766016838,183600,542713.977011754
316.227766016838,187200,544660.643792021
316.227766016838,190800,546588.679559243
316.227766016838,194400,548498.608855925
316.227766016838,198000,550390.931983172
316.227766016838,201600,552266.126527523
316.227766016838,205200,554124.648764916
316.227766016838,208800,555966.93495361
316.227766016838,212400,557793.402526563
316.227766016838,216000,559604.451192645
316.227766016838,219600,561400.46395503
316.227766016838,223200,563181.808054239
316.227766016838,226800,564948.835842542
316.227766016838,230400,566701.88559573
316.227766016838,234000,568441.282267654
316.227766016838,237600,570167.338192416
316.227766016838,241200,571880.3537386
316.227766016838,244800,573580.617919515
316.227766016838,248400,575268.408963046
316.227766016838,252000,576943.994844366
316.227766016838,255600,578607.633784469
316.227766016838,259200,580259.574717208
316.227766016838,262800,581900.057727279
316.227766016838,266400,583529.314461374
316.227766016838,270000,585147.568514543
316.227766016838,273600,586755.035793596
316.227766016838,277200,588351.924859265
316.227766016838,280800,589938.437248642
316.227766016838,284400,591514.767779344
316.227766016838,288000,593081.104836672
316.227766016838,291600,594637.630644978
316.227766016838,295200,596184.521524329
316.227766016838,298800,597721.948133459
316.227766016838,302400,599250.075699963
316.227766016838,306000,600769.06423855
316.227766016838,309600,602279.068758165
316.227766016838,313200,603780.239458695
316.227766016838,316800,605272.721917921
316.227766016838,320400,606756.657269342
316.227766016838,324000,608232.182371428
316.227766016838,327600,609699.429968849
316.227766016838,331200,611158.528846139
316.227766016838,334800,612609.603974282
316.227766016838,338400,614052.776650604
316.227766016838,342000,615488.164632386
316.227766016838,345600,616915.882264548
316.227766016838,349200,618336.040601737
316.227766016838,352800,619748.747525145
316.227766016838,356400,621154.107854322
316.227766016838,360000,622552.223454287
354.813389233575,3600,371148.838302761
354.813389233575,7200,382721.377919269
354.813389233575,10800,391601.299886471
354.813389233575,14400,399087.420396034
354.813389233575,18000,405682.824965004
354.813389233575,21600,411645.526474865
354.813389233575,25200,417128.79641205
354.813389233575,28800,422232.499629049
354.813389233575,32400,427026.002489306
354.813389233575,36000,431559.810219825
354.813389233575,39600,435872.050187416
354.813389233575,43200,439992.343563453
354.813389233575,46800,443944.246510543
354.813389233575,50400,447746.858274772
354.813389233575,54000,451415.919373382
354.813389233575,57600,454964.584582579
354.813389233575,61200,458403.981210042
354.813389233575,64800,461743.621338829
354.813389233575,68400,464991.712179879
354.813389233575,72000,468155.39372052
354.813389233575,75600,471240.923461648
354.813389233575,79200,474253.821966895
354.813389233575,82800,477198.988929065
354.813389233575,86400,480080.796740242
354.813389233575,90000,482903.166675849
354.813389233575,93600,485669.631485191
354.813389233575,97200,488383.38724041
354.813389233575,100800,491047.336614544
354.813389233575,104400,493664.125259249
354.813389233575,108000,496236.172581042
354.813389233575,111600,498765.697935519
354.813389233575,115200,501254.743046707
354.813389233575,118800,503705.191295866
354.813389233575,122400,506118.784397979
354.813389233575,126000,508497.136885716
354.813389233575,129600,510841.748743185
354.813389233575,133200,513154.016470354
354.813389233575,136800,515435.242809948
354.813389233575,140400,517686.645329237
354.813389233575,144000,519909.364017199
354.813389233575,147600,522104.468031629
354.813389233575,151200,524272.96170954
354.813389233575,154800,526415.789936738
354.813389233575,158400,528533.842958044
354.813389233575,162000,530627.960697653
354.813389233575,165600,532698.936649152
354.813389233575,169200,534747.52138632
354.813389233575,172800,536774.42573882
354.813389233575,176400,538780.323670966
354.813389233575,180000,540765.854896671
354.813389233575,183600,542731.627259437
354.813389233575,187200,544678.218902593
354.813389233575,190800,546606.180251821
354.813389233575,194400,548516.035829378
354.813389233575,198000,550408.285917061
354.813389233575,201600,552283.408082973
354.813389233575,205200,554141.858585444
354.813389233575,208800,555984.07366589
354.813389233575,212400,557810.47074116
354.813389233575,216000,559621.449504696
354.813389233575,219600,561417.392944888
354.813389233575,223200,563198.668288082
354.813389233575,226800,564965.627872949
354.813389233575,230400,566718.609962222
354.813389233575,234000,568457.939497211
354.813389233575,237600,570183.928799961
354.813389233575,241200,571896.878227465
354.813389233575,244800,573597.076781874
354.813389233575,248400,575284.802680335
354.813389233575,252000,576960.323887677
354.813389233575,255600,578623.898614929
354.813389233575,259200,580275.775786335
354.813389233575,262800,581916.195477323
354.813389233575,266400,583545.389325646
354.813389233575,270000,585163.580917721
354.813389233575,273600,586770.986152028
354.813389233575,277200,588367.813581245
354.813389233575,280800,589954.264734689
354.813389233575,284400,591530.534422454
354.813389233575,288000,593096.811022572
354.813389233575,291600,594653.276752362
354.813389233575,295200,596200.107925083
354.813389233575,298800,597737.475192884
354.813389233575,302400,599265.543776982
354.813389233575,306000,600784.473685909
354.813389233575,309600,602294.419922627
354.813389233575,313200,603795.532681228
354.813389233575,316800,605287.957533872
354.813389233575,320400,606771.835608609
354.813389233575,324000,608247.30375863
354.813389233575,327600,609714.494723479
354.813389233575,331200,611173.537282721
354.813389233575,334800,612624.556402514
354.813389233575,338400,614067.673375503
354.813389233575,342000,615503.005954426
354.813389233575,345600,616930.668479786
354.813389233575,349200,618350.772001948
354.813389233575,352800,619763.424397935
354.813389233575,356400,621168.730483255
354.813389233575,360000,622566.792118993
398.107170553497,3600,371176.073310784
398.107170553497,7200,382748.111730461
398.107170553497,10800,391627.649115808
398.107170553497,14400,399113.44540787
398.107170553497,18000,405708.564335488
398.107170553497,21600,411671.007605827
398.107170553497,25200,417154.040067263
398.107170553497,28800,422257.522247224
398.107170553497,32400,427050.817504957
398.107170553497,36000,431584.428880125
398.107170553497,39600,435896.482088277
398.107170553497,43200,440016.597017918
398.107170553497,46800,443968.328811459
398.107170553497,50400,447770.775887812
398.107170553497,54000,451439.678082512
398.107170553497,57600,454988.189602042
398.107170553497,61200,458427.437272168
398.107170553497,64800,461766.932763987
398.107170553497,68400,465014.88293299
398.107170553497,72000,468178.427457279
398.107170553497,75600,471263.823566742
398.107170553497,79200,474276.591585922
398.107170553497,82800,477221.630995421
398.107170553497,86400,480103.313997956
398.107170553497,90000,482925.561699126
398.107170553497,93600,485691.906695234
398.107170553497,97200,488405.544920004
398.107170553497,100800,491069.37892076
398.107170553497,104400,493686.054234578
398.107170553497,108000,496257.990163193
398.107170553497,111600,498787.405966082
398.107170553497,115200,501276.343278847
398.107170553497,118800,503726.685401181
398.107170553497,122400,506140.173972633
398.107170553497,126000,508518.42345595
398.107170553497,129600,510862.933770277
398.107170553497,133200,513175.1013551
398.107170553497,136800,515456.228896726
398.107170553497,140400,517707.53390969
398.107170553497,144000,519930.156333599
398.107170553497,147600,522125.165279944
398.107170553497,151200,524293.565042242
398.107170553497,154800,526436.300465376
398.107170553497,158400,528554.261755609
398.107170553497,162000,530648.288800763
398.107170553497,165600,532719.175060059
398.107170553497,169200,534767.671074766
398.107170553497,172800,536794.487643766
398.107170553497,176400,538800.298702182
398.107170553497,180000,540785.743936221
398.107170553497,183600,542751.431163061
398.107170553497,187200,544697.938500992
398.107170553497,190800,546625.816351856
398.107170553497,194400,548535.589215196
398.107170553497,198000,550427.757351139
398.107170553497,201600,552302.798307108
398.107170553497,205200,554161.168321671
398.107170553497,208800,556003.303617352
398.107170553497,212400,557829.62159292
398.107170553497,216000,559640.521924509
398.107170553497,219600,561436.38758392
398.107170553497,223200,563217.585781597
398.107170553497,226800,564984.46884095
398.107170553497,230400,566737.375010063
398.107170553497,234000,568476.629216171
398.107170553497,237600,570202.543767796
398.107170553497,241200,571915.419008918
398.107170553497,244800,573615.543929177
398.107170553497,248400,575303.196733667
398.107170553497,252000,576978.645375613
398.107170553497,255600,578642.148054861
398.107170553497,259200,580293.953684874
398.107170553497,262800,581934.302330683
398.107170553497,266400,583563.425620009
398.107170553497,270000,585181.547129585
398.107170553497,273600,586788.88274854
398.107170553497,277200,588385.641020522
398.107170553497,280800,589972.023466118
398.107170553497,284400,591548.224886987
398.107170553497,288000,593114.433653
398.107170553497,291600,594670.831973585
398.107170553497,295200,596217.596154365
398.107170553497,298800,597754.8968401
398.107170553497,302400,599282.899244849
398.107170553497,306000,600801.763370216
398.107170553497,309600,602311.64421245
398.107170553497,313200,603812.691959135
398.107170553497,316800,605305.05217613
398.107170553497,320400,606788.865985373
398.107170553497,324000,608264.270234126
398.107170553497,327600,609731.397656183
398.107170553497,331200,611190.377025535
398.107170553497,334800,612641.333302927
398.107170553497,338400,614084.38777575
398.107170553497,342000,615519.658191641
398.107170553497,345600,616947.258886154
398.107170553497,349200,618367.300904842
398.107170553497,352800,619779.892120057
398.107170553497,356400,621185.137342768
398.107170553497,360000,622583.138429648
446.683592150963,3600,371206.631492388
446.683592150963,7200,382778.107559972
446.683592150963,10800,391657.213437382
446.683592150963,14400,399142.645951424
446.683592150963,18000,405737.444384173
446.683592150963,21600,411699.597905003
446.683592150963,25200,417182.363914266
446.683592150963,28800,422285.598086591
446.683592150963,32400,427078.66041046
446.683592150963,36000,431612.051471302
446.683592150963,39600,435923.895131917
446.683592150963,43200,440043.80984141
446.683592150963,46800,443995.349597509
446.683592150963,50400,447797.611891027
446.683592150963,54000,451466.335792607
446.683592150963,57600,455014.674869495
446.683592150963,61200,458453.755406739
446.683592150963,64800,461793.08861321
446.683592150963,68400,465040.88094558
446.683592150963,72000,468204.271734994
446.683592150963,75600,471289.517907264
446.683592150963,79200,474302.139518668
446.683592150963,82800,477247.035811715
446.683592150963,86400,480128.578776652
446.683592150963,90000,482950.689328528
446.683592150963,93600,485716.899891976
446.683592150963,97200,488430.406245412
446.683592150963,100800,491094.11079511
446.683592150963,104400,493710.658949582
446.683592150963,108000,496282.469892995
446.683592150963,111600,498811.762776981
446.683592150963,115200,501300.579137926
446.683592150963,118800,503750.802184003
446.683592150963,122400,506164.173470124
446.683592150963,126000,508542.307380581
446.683592150963,129600,510886.703761629
446.683592150963,133200,513198.758984893
446.683592150963,136800,515479.775673374
446.683592150963,140400,517730.971282442
446.683592150963,144000,519953.485696308
446.683592150963,147600,522148.387974508
446.683592150963,151200,524316.682361754
446.683592150963,154800,526459.313657014
446.683592150963,158400,528577.172023292
446.683592150963,162000,530671.097307594
446.683592150963,165600,532741.882930582
446.683592150963,169200,534790.279397052
446.683592150963,172800,536816.997471344
446.683592150963,176400,538822.711055832
446.683592150963,180000,540808.059805635
446.683592150963,183600,542773.651508395
446.683592150963,187200,544720.064254306
446.683592150963,190800,546647.848418466
446.683592150963,194400,548557.528474927
446.683592150963,198000,550449.604659506
446.683592150963,201600,552324.554496421
446.683592150963,205200,554182.834202065
446.683592150963,208800,556024.879977767
446.683592150963,212400,557851.109202011
446.683592150963,216000,559661.921531507
446.683592150963,219600,561457.699919448
446.683592150963,223200,563238.81155843
446.683592150963,226800,565005.608754744
446.683592150963,230400,566758.429740036
446.683592150963,234000,568497.59942575
446.683592150963,237600,570223.430105232
446.683592150963,241200,571936.222107867
446.683592150963,244800,573636.264409249
446.683592150963,248400,575323.835200955
446.683592150963,252000,576999.202423188
446.683592150963,255600,578662.624263246
446.683592150963,259200,580314.349622496
446.683592150963,262800,581954.618554303
446.683592150963,266400,583583.662675131
446.683592150963,270000,585201.70555085
446.683592150963,273600,586808.963060096
446.683592150963,277200,588405.643736384
446.683592150963,280800,589991.949090507
446.683592150963,284400,591568.073914657
446.683592150963,288000,593134.206569552
446.683592150963,291600,594690.529255766
446.683592150963,295200,596237.218270353
446.683592150963,298800,597774.444249781
446.683592150963,302400,599302.37240008
446.683592150963,306000,600821.162715078
446.683592150963,309600,602330.970183493
446.683592150963,313200,603831.94498561
446.683592150963,316800,605324.232680214
446.683592150963,320400,606807.974382385
446.683592150963,324000,608283.306932736
446.683592150963,327600,609750.36305861
446.683592150963,331200,611209.271527739
446.683592150963,334800,612660.157294795
446.683592150963,338400,614103.141641278
446.683592150963,342000,615538.342309101
446.683592150963,345600,616965.873628263
446.683592150963,349200,618385.846638918
446.683592150963,352800,619798.369208179
446.683592150963,356400,621203.546141918
446.683592150963,360000,622601.479291862
501.187233627272,3600,371240.918336079
501.187233627272,7200,382811.763434236
501.187233627272,10800,391690.385151776
501.187233627272,14400,399175.409500167
501.187233627272,18000,405769.848331759
501.187233627272,21600,411731.676748292
501.187233627272,25200,417214.1437933
501.187233627272,28800,422317.09969648
501.187233627272,32400,427109.900664256
501.187233627272,36000,431643.044528358
501.187233627272,39600,435954.65307277
501.187233627272,43200,440074.34313156
501.187233627272,46800,444025.667418107
501.187233627272,50400,447827.722381873
501.187233627272,54000,451496.246235283
501.187233627272,57600,455044.391828344
501.187233627272,61200,458483.28483941
501.187233627272,64800,461822.435958726
501.187233627272,68400,465070.051195481
501.187233627272,72000,468233.269491528
501.187233627272,75600,471318.3474315
501.187233627272,79200,474330.804770679
501.187233627272,82800,477275.540484426
501.187233627272,86400,480156.926324593
501.187233627272,90000,482978.882992429
501.187233627272,93600,485744.942719953
501.187233627272,97200,488458.301111319
501.187233627272,100800,491121.86041454
501.187233627272,104400,493738.265893879
501.187233627272,108000,496309.93660159
501.187233627272,111600,498839.091568297
501.187233627272,115200,501327.772219068
501.187233627272,118800,503777.861659387
501.187233627272,122400,506191.101349203
501.187233627272,126000,508569.105584779
501.187233627272,129600,510913.374130585
501.187233627272,133200,513225.303282106
501.187233627272,136800,515506.195591312
501.187233627272,140400,517757.268447191
501.187233627272,144000,519979.661671794
501.187233627272,147600,522174.444266366
501.187233627272,151200,524342.62042086
501.187233627272,154800,526485.134882725
501.187233627272,158400,528602.877766426
501.187233627272,162000,530696.688873173
501.187233627272,165600,532767.361580366
501.187233627272,169200,534815.646351878
501.187233627272,172800,536842.25391329
501.187233627272,176400,538847.858130231
501.187233627272,180000,540833.098622941
501.187233627272,183600,542798.58314592
501.187233627272,187200,544744.889757841
501.187233627272,190800,546672.568803789
501.187233627272,194400,548582.144729219
501.187233627272,198000,550474.117742672
501.187233627272,201600,552348.965342325
501.187233627272,205200,554207.143719697
501.187233627272,208800,556049.089052329
501.187233627272,212400,557875.21869595
501.187233627272,216000,559685.932285474
501.187233627272,219600,561481.612753214
501.187233627272,223200,563262.627271744
501.187233627272,226800,565029.328128144
501.187233627272,230400,566782.053535616
501.187233627272,234000,568521.128387889
501.187233627272,237600,570246.864961278
501.187233627272,241200,571959.563568794
501.187233627272,244800,573659.513170272
501.187233627272,248400,575346.991942121
501.187233627272,252000,577022.267809934
501.187233627272,255600,578685.598946928
501.187233627272,259200,580337.234240901
501.187233627272,262800,581977.413732126
501.187233627272,266400,583606.369024439
501.187233627272,270000,585224.323671519
501.187233627272,273600,586831.493540231
501.187233627272,277200,588428.087152717
501.187233627272,280800,590014.306008785
501.187233627272,284400,591590.344890003
501.187233627272,288000,593156.39214682
501.187233627272,291600,594712.629969873
501.187233627272,295200,596259.234646604
501.187233627272,298800,597796.376804176
501.187233627272,302400,599324.221639612
501.187233627272,306000,600842.929138014
501.187233627272,309600,602352.65427965
501.187233627272,313200,603853.547236616
501.187233627272,316800,605345.75355976
501.187233627272,320400,606829.414356466
501.187233627272,324000,608304.666459885
501.187233627272,327600,609771.642590126
501.187233627272,331200,611230.471507896
501.187233627272,334800,612681.278161056
501.187233627272,338400,614124.183824491
501.187233627272,342000,615559.306233695
501.187233627272,345600,616986.759712431
501.187233627272,349200,618406.655294801
501.187233627272,352800,619819.100842033
501.187233627272,356400,621224.201154287
501.187233627272,360000,622622.058077735
562.341325190349,3600,371279.388807439
562.341325190349,7200,382849.525946255
562.341325190349,10800,391727.604427487
562.341325190349,14400,399212.170806485
562.341325190349,18000,405806.206158942
562.341325190349,21600,411767.669802455
562.341325190349,25200,417249.801404051
562.341325190349,28800,422352.445084117
562.341325190349,32400,427144.952805532
562.341325190349,36000,431677.81931033
562.341325190349,39600,435989.164050023
562.341325190349,43200,440108.60204658
562.341325190349,46800,444059.684572312
562.341325190349,50400,447861.50690827
562.341325190349,54000,451529.806303941
562.341325190349,57600,455077.734804578
562.341325190349,61200,458516.417407812
562.341325190349,64800,461855.364221979
562.341325190349,68400,465102.780754187
562.341325190349,72000,468265.805509492
562.341325190349,75600,471350.694689722
562.341325190349,79200,474362.967712431
562.341325190349,82800,477307.52325324
562.341325190349,86400,480188.732796517
562.341325190349,90000,483010.516803621
562.341325190349,93600,485776.407290454
562.341325190349,97200,488489.599665647
562.341325190349,100800,491152.995999641
562.341325190349,104400,493769.241394847
562.341325190349,108000,496340.754755511
562.341325190349,111600,498869.754976488
562.341325190349,115200,501358.283357939
562.341325190349,118800,503808.222890132
562.341325190349,122400,506221.314926465
562.341325190349,126000,508599.17366443
562.341325190349,129600,510943.298776736
562.341325190349,133200,513255.086473435
562.341325190349,136800,515535.839226801
562.341325190349,140400,517786.774351334
562.341325190349,144000,520009.031599349
562.341325190349,147600,522203.679906683
562.341325190349,151200,524371.723401846
562.341325190349,154800,526514.106774485
562.341325190349,158400,528631.720084603
562.341325190349,162000,530725.403082028
562.341325190349,165600,532795.949095615
562.341325190349,169200,534844.108543322
562.341325190349,172800,536870.592107244
562.341325190349,176400,538876.073611778
562.341325190349,180000,540861.192638032
562.341325190349,183600,542826.556903319
562.341325190349,187200,544772.744430944
562.341325190349,190800,546700.305532319
562.341325190349,194400,548609.764620811
562.341325190349,198000,550501.621874355
562.341325190349,201600,552376.354761914
562.341325190349,205200,554234.419447094
562.341325190349,208800,556076.25208075
562.341325190349,212400,557902.269993072
562.341325190349,216000,559712.872794527
562.341325190349,219600,561508.443393995
562.341325190349,223200,563289.348941585
562.341325190349,226800,565055.941702823
562.341325190349,230400,566808.559870217
562.341325190349,234000,568547.528317619
562.341325190349,237600,570273.159302236
562.341325190349,241200,571985.753118704
562.341325190349,244800,573685.59870918
562.341325190349,248400,575372.974233051
562.341325190349,252000,577048.147599517
562.341325190349,255600,578711.376966001
562.341325190349,259200,580362.91120507
562.341325190349,262800,582002.990342313
562.341325190349,266400,583631.845967393
562.341325190349,270000,585249.701620311
562.341325190349,273600,586856.773154726
562.341325190349,277200,588453.269080021
562.341325190349,280800,590039.390883674
562.341325190349,284400,591615.333335337
562.341325190349,288000,593181.284773933
562.341325190349,291600,594737.427378954
562.341325190349,295200,596283.937427055
562.341325190349,298800,597820.985534958
562.341325190349,302400,599348.736889579
562.341325190349,306000,600867.351466233
562.341325190349,309600,602376.984235703
562.341325190349,313200,603877.785360899
562.341325190349,316800,605369.900383762
562.341325190349,320400,606853.470403044
562.341325190349,324000,608328.632243522
562.341325190349,327600,609795.518617185
562.341325190349,331200,611254.258276863
562.341325190349,334800,612704.976162772
562.341325190349,338400,614147.793542375
562.341325190349,342000,615582.828143963
562.341325190349,345600,617010.194284306
562.341325190349,349200,618430.00299071
562.341325190349,352800,619842.362117805
562.341325190349,356400,621247.376459339
562.341325190349,360000,622645.147855251
630.957344480193,3600,371322.553386251
630.957344480193,7200,382891.896181622
630.957344480193,10800,391769.36514169
630.957344480193,14400,399253.417670579
630.957344480193,18000,405847.000312001
630.957344480193,21600,411808.054673453
630.957344480193,25200,417289.80990135
630.957344480193,28800,422392.10326132
630.957344480193,32400,427184.281954906
630.957344480193,36000,431716.837257447
630.957344480193,39600,436027.886003377
630.957344480193,43200,440147.041181456
630.957344480193,46800,444097.852447092
630.957344480193,50400,447899.413770358
630.957344480193,54000,451567.461320304
630.957344480193,57600,455115.146239233
630.957344480193,61200,458553.592760998
630.957344480193,64800,461892.310341018
630.957344480193,68400,465139.503923057
630.957344480193,72000,468302.311522078
630.957344480193,75600,471386.988910393
630.957344480193,79200,474399.055126622
630.957344480193,82800,477343.408510071
630.957344480193,86400,480224.420244981
630.957344480193,90000,483046.010523558
630.957344480193,93600,485811.711119212
630.957344480193,97200,488524.717221197
630.957344480193,100800,491187.930700709
630.957344480193,104400,493803.996478564
630.957344480193,108000,496375.333292939
630.957344480193,111600,498904.15988635
630.957344480193,115200,501392.517418814
630.957344480193,118800,503842.288751323
630.957344480193,122400,506255.215117724
630.957344480193,126000,508632.910604685
630.957344480193,129600,510976.874781957
630.957344480193,133200,513288.503763734
630.957344480193,136800,515569.099932871
630.957344480193,140400,517819.880520294
630.957344480193,144000,520041.985200067
630.957344480193,147600,522236.482834641
630.957344480193,151200,524404.377483587
630.957344480193,154800,526546.613771696
630.957344480193,158400,528664.081697863
630.957344480193,162000,530757.620954263
630.957344480193,165600,532828.024815287
630.957344480193,169200,534876.043647371
630.957344480193,172800,536902.388083821
630.957344480193,176400,538907.731902772
630.957344480193,180000,540892.71464142
630.957344480193,183600,542857.943975357
630.957344480193,187200,544803.997888203
630.957344480193,190800,546731.426653591
630.957344480193,194400,548640.754648882
630.957344480193,198000,550532.482017673
630.957344480193,201600,552407.086196145
630.957344480193,205200,554265.023316588
630.957344480193,208800,556106.729499913
630.957344480193,212400,557932.622047657
630.957344480193,216000,559743.100542853
630.957344480193,219600,561538.547868091
630.957344480193,223200,563319.331148276
630.957344480193,226800,565085.802624747
630.957344480193,230400,566838.300466796
630.957344480193,234000,568577.149525968
630.957344480193,237600,570302.662038034
630.957344480193,241200,572015.138277013
630.957344480193,244800,573714.867165225
630.957344480193,248400,575402.12684296
630.957344480193,252000,577077.185201024
630.957344480193,255600,578740.300379116
630.957344480193,259200,580391.721232719
630.957344480193,262800,582031.68777094
630.957344480193,266400,583660.431567546
630.957344480193,270000,585278.176147189
630.957344480193,273600,586885.137348707
630.957344480193,277200,588481.52366717
